,,,,,,featureType,,,,,maxDate,minDate,,,,,,,,,,,,,,,,,,,,,
"Becker, J., T. Elliott","26.0638389, 39.4768727, 26.0638389, 39.4768727",2013-11-25T14:52:20Z,jbecker,1,Representative point location based on OpenStreetMap.,cape,"{""type"": ""Point"", ""coordinates"": [26.0638389, 39.4768727]}",location-of-cape-baba,precise,representative,2100,1700,2018-06-08T00:53:07Z,/places/550691/location-of-cape-baba,/places/550691,39.4768727,"39.4768727,26.0638389",26.0638389,,M,modern,"1700.0,2100.0",OSM location of Cape Baba,34feca3de5cde5c128008ced3e77f66b,,,,,934,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","25.8311257, 38.5400596, 25.8311257, 38.5400596",2015-04-26T21:44:11Z,jbecker,2,Representative location based on OpenStreetMap.,cape,"{""type"": ""Point"", ""coordinates"": [25.8311257, 38.5400596]}",osm-location-of-cape-melanios,precise,,2100,1700,2016-07-27T00:57:45Z,/places/550727/osm-location-of-cape-melanios,/places/550727,38.5400596,"38.5400596,25.8311257",25.8311257,,M,modern,"1700.0,2100.0",OSM location of Cape Melanios,b624ece1bf556d65a6c261d7d2257bd7,,,,,935,Early Modern,EUROPE,1450,1
"Horne, R.","26.31361, 38.37715, 26.31361, 38.37715",2013-04-15T18:02:32Z,rmhorne,0,GeoNames location,cape,"{""type"": ""Point"", ""coordinates"": [26.31361, 38.37715]}",location-of-top-burun,precise,representative,2100,1700,2013-04-16T14:10:19Z,/places/550733/location-of-top-burun,/places/550733,38.37715,"38.37715,26.31361",26.31361,,M,modern,"1700.0,2100.0",Location of Top Burun,46bfba0e0376e274b9ec9e911c8f14d8,,,,,936,Early Modern,EUROPE,1450,1
"Becker, J.","13.05, 41.2333, 13.05, 41.2333",2013-04-22T20:38:18Z,jbecker,0,"coordinates after GeoHack, verified in Google Earth.",cape,"{""type"": ""Point"", ""coordinates"": [13.05, 41.2333]}",location-of-kirkaion-akron-veneris-pr,precise,representative,2100,1700,2016-04-30T15:49:04Z,/places/432781/location-of-kirkaion-akron-veneris-pr,/places/432781,41.2333,"41.2333,13.05",13.05,,M,modern,"1700.0,2100.0",Imagery location of Kirkaion Akron/Veneris Pr.,08d31f881f56c5a8ba67b6334e37ec1a,,,,,939,Early Modern,EUROPE,1450,1
"Becker, J.","14.339, 40.57, 14.339, 40.57",2013-04-24T16:03:41Z,jbecker,0,"location based on Barrington Atlas placement, verified in Google Earth.",cape,"{""type"": ""Point"", ""coordinates"": [14.339, 40.57]}",location-of-minervae-pr,precise,representative,2100,1700,2013-04-26T14:04:10Z,/places/432938/location-of-minervae-pr,/places/432938,40.57,"40.57,14.339",14.339,,M,modern,"1700.0,2100.0",location of Minervae Pr.,4b1ab4c8ff1711b8dd6065aef37484bc,,,,,941,Early Modern,EUROPE,1450,1
"Becker, J.","14.08941, 40.77771, 14.08941, 40.77771",2012-12-19T13:34:38Z,jbecker,2,"Coordinates after GeoHack, verified in Google Earth.",cape,"{""type"": ""Point"", ""coordinates"": [14.08941, 40.77771]}",cape-miseno,precise,representative,2100,1700,2013-04-24T12:14:55Z,/places/432942/cape-miseno,/places/432942,40.77771,"40.77771,14.08941",14.08941,,M,modern,"1700.0,2100.0",Cape Miseno,8eb1c175f22e695138dd63c55fc546d2,,,,,942,Early Modern,EUROPE,1450,1
"Gillies, S.","16.1999353, 41.8260966, 16.1999353, 41.8260966",2012-10-10T17:38:51Z,sgillies,1,"The easternmost tip, south of Vieste.",cape,"{""type"": ""Point"", ""coordinates"": [16.1999353, 41.8260966]}",tip-of-gargano-promontory,precise,representative,2100,1700,2014-02-06T05:02:23Z,/places/442595/tip-of-gargano-promontory,/places/442595,41.8260966,"41.8260966,16.1999353",16.1999353,,M,modern,"1700.0,2100.0",Tip of Gargano Promontory,69eccca1bb39131e94d133f841b85b76,,,,,943,Early Modern,EUROPE,1450,1
"Becker, J.","18.368275, 39.796261, 18.368275, 39.796261",2012-12-19T18:44:37Z,jbecker,1,verified in Google Earth 2012,cape,"{""type"": ""Point"", ""coordinates"": [18.368275, 39.796261]}",location-of-capo-s.-maria-di-leuca,precise,representative,2100,1700,2016-06-07T14:56:10Z,/places/442763/location-of-capo-s.-maria-di-leuca,/places/442763,39.796261,"39.796261,18.368275",18.368275,,M,modern,"1700.0,2100.0",Imagery location of Capo S. Maria di Leuca,074b5e9bebc02eeaa5a1a1fafae59df3,,,,,944,Early Modern,EUROPE,1450,1
"Becker, J., S. Dunn","21.7658, 38.327, 21.7658, 38.327",2013-01-31T21:44:41Z,jbecker,0,checked in Google Earth 2013 based on Barrington Atlas position.,cape,"{""type"": ""Point"", ""coordinates"": [21.7658, 38.327]}",location-of-antirrhion-pr,precise,representative,2100,1700,2013-03-06T23:28:07Z,/places/540643/location-of-antirrhion-pr,/places/540643,38.327,"38.327,21.7658",21.7658,,M,modern,"1700.0,2100.0",location of Antirrhion Pr.,8e05073c5255638fc70b2ae10add3f1a,,,,,945,Early Modern,EUROPE,1450,1
"Becker, J.","22.0515628, 32.9001953, 22.0515628, 32.9001953",2020-08-02T16:59:48Z,jbecker,2,Location based on OpenStreetMap,cape,"{""type"": ""Point"", ""coordinates"": [22.0515628, 32.9001953]}",osm-location-haua-fteah-cave,precise,representative,2100,1700,2020-08-03T09:54:15Z,/places/662332232/osm-location-haua-fteah-cave,/places/662332232,32.9001953,"32.9001953,22.0515628",22.0515628,,M,modern,"1700.0,2100.0",OSM location Haua Fteah Cave,5d81c89d266a4e2e89860af39b834c1e,,,,,947,Early Modern,EUROPE,1450,1
"Becker, J.","25.149972, 35.25, 25.149972, 35.25",2019-02-02T16:24:18Z,jbecker,0,Coordinates following GeoHack.,cape,"{""type"": ""Point"", ""coordinates"": [25.149972, 35.25]}",imagery-location-of-stravomyti,precise,representative,2100,1700,2019-02-04T16:46:29Z,/places/701844210/imagery-location-of-stravomyti,/places/701844210,35.25,"35.25,25.149972",25.149972,,M,modern,"1700.0,2100.0",Imagery location of Stravomyti,27b72a4eca9b4967ad2dc46d7484f6e2,,,,,948,Early Modern,EUROPE,1450,1
"Diffendale, D., T. Elliott","24.1018918, 35.5904931, 24.1018918, 35.5904931",2016-06-19T10:29:41Z,diffenda,1,"Representative point location at the entrance to Lera Cave, determined through analysis of Google Earth imagery.",cape,"{""type"": ""Point"", ""coordinates"": [24.1018918, 35.5904931]}",mouth-of-lera-cave,precise,representative,2100,1700,2016-06-21T19:41:45Z,/places/589904/mouth-of-lera-cave,/places/589904,35.5904931,"35.5904931,24.1018918",24.1018918,,M,modern,"1700.0,2100.0",Imagery Location of Mouth of Lera Cave,4f94e5ca4af446d99a0c2d37a61f9d8a,,,,,949,Early Modern,EUROPE,1450,1
"Ã…hlfeldt, J.","3.0939455, 45.8003744, 3.0939455, 45.8003744",2012-10-20T23:19:31Z,jahlfeldt,0,"Representative point location, site precision",church,"{""type"": ""Point"", ""coordinates"": [3.0939455, 45.8003744]}",dare-location,precise,representative,640,300,2012-10-20T23:19:32Z,/places/138267/dare-location,/places/138267,45.8003744,"45.8003744,3.0939455",3.0939455,,L,late-antique,"300.0,640.0",DARE Location,8244eb6595f849c4d43cdf6d322faafc,,,,,955,Early Modern,EUROPE,1450,1
"Ã…hlfeldt, J.","13.1185559, 41.9167131, 13.1185559, 41.9167131",2012-10-20T23:46:04Z,jahlfeldt,0,"Representative point location, site precision",church,"{""type"": ""Point"", ""coordinates"": [13.1185559, 41.9167131]}",dare-location,precise,representative,640,300,2012-10-20T23:46:06Z,/places/423030/dare-location,/places/423030,41.9167131,"41.9167131,13.1185559",13.1185559,,L,late-antique,"300.0,640.0",DARE Location,8e88f6a33600672c4b421c30e00ac696,,,,,958,Early Modern,EUROPE,1450,1
"Ã…hlfeldt, J.","13.1100587, 41.9187728, 13.1100587, 41.9187728",2012-10-20T23:46:30Z,jahlfeldt,0,"Representative point location, site precision",church,"{""type"": ""Point"", ""coordinates"": [13.1100587, 41.9187728]}",dare-location,precise,representative,640,300,2012-10-20T23:46:31Z,/places/423055/dare-location,/places/423055,41.9187728,"41.9187728,13.1100587",13.1100587,,L,late-antique,"300.0,640.0",DARE Location,c12cec4dd92c6cc83885e93c83f76a75,,,,,959,Early Modern,EUROPE,1450,1
"Ã…hlfeldt, J.","-8.257352, 41.248619, -8.257352, 41.248619",2012-10-20T23:48:52Z,jahlfeldt,0,"Representative point location, site precision",church,"{""type"": ""Point"", ""coordinates"": [-8.257352, 41.248619]}",dare-location,precise,representative,640,300,2012-10-20T23:48:53Z,/places/236531/dare-location,/places/236531,41.248619,"41.248619,-8.257352",-8.257352,,L,late-antique,"300.0,640.0",DARE Location,0e8951acdbf00d03d28ce1335b95e2c8,,,,,960,Early Modern,EUROPE,1450,1
"Becker, J.","0.6831052, 52.6999664, 0.6831052, 52.6999664",2015-01-19T20:55:12Z,jbecker,2,Representative location based on OpenStreetMap.,church,"{""type"": ""Point"", ""coordinates"": [0.6831052, 52.6999664]}",osm-location,precise,representative,1453,640,2018-09-28T00:29:17Z,/places/536959418/osm-location,/places/536959418,52.6999664,"52.6999664,0.6831052",0.6831052,,M,mediaeval-byzantine,"640.0,1453.0",OSM location of Castle Acre Priory,5cc291aaf2a61b3e4b94e3485256a515,,,,,961,Early Modern,EUROPE,1450,1
"Becker, J.","13.9846392, 41.3032542, 13.9846392, 41.3032542",2018-03-18T13:59:15Z,jbecker,0,Location based on OpenStreetMap,church,"{""type"": ""Point"", ""coordinates"": [13.9846392, 41.3032542]}",osm-location-of-santuario-della-madonna-dei,precise,representative,2100,640,2018-10-05T10:53:09Z,/places/824715367/osm-location-of-santuario-della-madonna-dei,/places/824715367,41.3032542,"41.3032542,13.9846392",13.9846392,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of Santuario Della Madonna Dei Lattani,3d70c9e7d0f14171bdf31b7986e2c06d,,,,,962,Early Modern,EUROPE,1450,1
"Mckee, G.","41.7471272, 40.7854485, 41.7475621, 40.7856833",2017-10-13T15:56:14Z,gmckee,1,"Polygon representing the location of Ä°ÅŸhan ManastÄ±rÄ±, derived from an OpenStreetMap Way.",church,"{""type"": ""Polygon"", ""coordinates"": [[[41.7473713, 40.7854485], [41.7471464, 40.7854797], [41.7471272, 40.7855901], [41.7471405, 40.7856296], [41.7473212, 40.7856695], [41.7474602, 40.7856833], [41.7475413, 40.7856378], [41.7475621, 40.7855179], [41.7475092, 40.7854621], [41.7473713, 40.7854485]]]}",ishan-manastiri,precise,representative,1923,640,2017-10-27T21:50:31Z,/places/692712720/ishan-manastiri,/places/692712720,40.78556378,"40.7855637777,41.7473507439",41.74735074,,MLO,"mediaeval-byzantine,late-byzantine,ottoman-empire-2","640.0,1923.0",OSM location of Ä°ÅŸhan ManastÄ±rÄ±,312afe65c172485bbe9e72a396fd0265,,,,,963,Early Modern,EUROPE,1450,1
"Tupman, C.","-2.5989793, 50.663733, -2.5989793, 50.663733",2017-05-18T16:21:44Z,ctupman,0,,church,"{""type"": ""Point"", ""coordinates"": [-2.5989793, 50.663733]}",pastscape-location,precise,representative,1453,640,2017-05-23T15:50:27Z,/places/571787445/pastscape-location,/places/571787445,50.663733,"50.663733,-2.5989793",-2.5989793,,M,mediaeval-byzantine,"640.0,1453.0",Pastscape location,9e6d94a9e84f42d28e8d36b7722113dc,,,,,964,Early Modern,EUROPE,1450,1
"Becker, J.","13.813889, 41.49, 13.813889, 41.49",2012-12-27T03:13:38Z,jbecker,0,Coordinates following GeoHack.,church,"{""type"": ""Point"", ""coordinates"": [13.813889, 41.49]}",abbey-of-monte-cassino,precise,representative,2100,640,2019-05-11T11:07:17Z,/places/65661952/abbey-of-monte-cassino,/places/65661952,41.49,"41.49,13.813889",13.813889,polygonal masonry,MM,"mediaeval-byzantine,modern","640.0,2100.0",Imagery location of Abbey of Monte Cassino,c1efd98b6ab32160c87922dab455942e,,,,,968,Early Modern,EUROPE,1450,1
"Becker, J., T. Elliott","12.5939386, 41.9618954, 12.5945072, 41.9623183",2017-05-04T01:24:51Z,jbecker,2,"Representative location of restored basilica, based on OpenStreetMap.",church,"{""type"": ""Polygon"", ""coordinates"": [[[12.5941102, 41.9618954], [12.5939386, 41.962035], [12.5939895, 41.9622704], [12.5940003, 41.9623023], [12.594062, 41.9623183], [12.5944321, 41.9621826], [12.5945072, 41.9621407], [12.5944831, 41.9619632], [12.594365, 41.9618974], [12.5941102, 41.9618954]]]}",osm-location-of-santalessandro,precise,"representative,associated_modern",2100,640,2017-05-09T17:53:44Z,/places/423036/osm-location-of-santalessandro,/places/423036,41.96208288,"41.9620828811,12.5942115113",12.59421151,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of Sant'Alessandro,e0d8739170a24f5f8585eb45e70248a9,,,,,970,Early Modern,EUROPE,1450,1
"Becker, J., T. Elliott","10.228056, 45.539722, 10.228056, 45.539722",2012-11-30T16:48:01Z,jbecker,2,"Representative point location based on Google Earth imagery with reference to descriptions from Wikipedia and the UNESCO WHL, as well as locations of individual buildings as mapped in OpenStreetMap.",church,"{""type"": ""Point"", ""coordinates"": [10.228056, 45.539722]}",imagery-location-san-salvatore,precise,representative,850,650,2018-07-11T00:07:19Z,/places/740044370/imagery-location-san-salvatore,/places/740044370,45.539722,"45.539722,10.228056",10.228056,UWHS,E,early-byzantine,"650.0,850.0",Imagery Location of San Salvatore monastery,c095dee76558369536b155141faf7bf9,,,,,971,Early Modern,EUROPE,1450,1
"Becker, J.","35.3311461, 31.7049404, 35.3311461, 31.7049404",2017-01-18T13:35:47Z,jbecker,1,Location based on OpenStreetMap,church,"{""type"": ""Point"", ""coordinates"": [35.3311461, 31.7049404]}",osm-location-of-mar-saba-convent,precise,representative,2100,1700,2018-07-10T00:05:12Z,/places/687969/osm-location-of-mar-saba-convent,/places/687969,31.7049404,"31.7049404,35.3311461",35.3311461,,M,modern,"1700.0,2100.0",OSM location of Mar Saba Convent,498faad7e31943358bfd5c00163616e9,,,,,972,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","31.6196839, 26.5545665, 31.6201452, 26.554924",2017-08-13T00:20:16Z,jbecker,2,Representative location based on OpenStreetMap.,church,"{""type"": ""Polygon"", ""coordinates"": [[[31.6197912, 26.5545665], [31.6196839, 26.5547369], [31.6200299, 26.554924], [31.6201452, 26.5547584], [31.6197912, 26.5545665]]]}",osm-location-of-red-monastery,precise,representative,2100,1700,2017-09-13T05:02:13Z,/places/756528/osm-location-of-red-monastery,/places/756528,26.55474583,"26.55474583,31.6199130433",31.61991304,,M,modern,"1700.0,2100.0",OSM location of Red Monastery,b164db01418d4720a0bb14151c3321ca,,,,,973,Early Modern,EUROPE,1450,1
"Becker, J.","31.7911158, 26.5980937, 31.7917005, 26.5984511",2017-08-02T13:46:49Z,jbecker,1,Representative location based on OpenStreetMap.,church,"{""type"": ""Polygon"", ""coordinates"": [[[31.7911829, 26.5980937], [31.7911158, 26.5984103], [31.7916335, 26.5984511], [31.7917005, 26.5982089], [31.7912714, 26.5980985], [31.7911829, 26.5980937]]]}",osm-location-of-monastery-of-the-martyrs,precise,representative,2100,1700,2017-08-24T22:45:27Z,/places/756561/osm-location-of-monastery-of-the-martyrs,/places/756561,26.59828547,"26.5982854652,31.7913907084",31.79139071,,M,modern,"1700.0,2100.0",OSM location of Monastery of the Martyrs,3ac235e96def423d928de2084859b3bd,,,,,976,Early Modern,EUROPE,1450,1
"Becker, J.","3.2651736, 39.5964298, 3.2651736, 39.5964298",2014-07-20T15:32:09Z,jbecker,1,Location based on OpenStreetMap,church,"{""type"": ""Point"", ""coordinates"": [3.2651736, 39.5964298]}",osm-location,precise,representative,640,300,2018-09-25T21:28:16Z,/places/123971451/osm-location,/places/123971451,39.5964298,"39.5964298,3.2651736",3.2651736,,L,late-antique,"300.0,640.0",OSM location,33bfbafba434808efa9492ee36bebc34,,,,,978,Early Modern,EUROPE,1450,1
"Ã…hlfeldt, J., J. Becker, S. Gillies","0.717183, 47.402568, 0.717183, 47.402568",2011-10-29T10:08:42Z,jahlfeldt,2,,church,"{""type"": ""Point"", ""coordinates"": [0.717183, 47.402568]}",center-point-of-the-abbey-marmoutier-commune-tours,precise,representative,640,300,2015-03-30T02:03:46Z,/places/138436/center-point-of-the-abbey-marmoutier-commune-tours,/places/138436,47.402568,"47.402568,0.717183",0.717183,,L,late-antique,"300.0,640.0","Center point of the abbey Marmoutier, commune Tours",91776937f9011880d5c2c87752b0d3a1,,,,,981,Early Modern,EUROPE,1450,1
"Becker, J.","6.1692243, 49.1152035, 6.1692243, 49.1152035",2013-06-19T22:57:09Z,jbecker,1,A Christian basilica that incorporates the remains of a fourth century AD Roman gymnasium. Location based on OpenStreetMap,church,"{""type"": ""Point"", ""coordinates"": [6.1692243, 49.1152035]}",osm-location-of-basilica-of-saint-pierre-aux-nonnains,precise,representative,1453,300,2019-02-04T20:38:50Z,/places/837735181/osm-location-of-basilica-of-saint-pierre-aux-nonnains,/places/837735181,49.1152035,"49.1152035,6.1692243",6.1692243,,LM,"late-antique,mediaeval-byzantine","300.0,1453.0",OSM location of  Basilica of Saint-Pierre-aux-Nonnains,9fc93b22328843fbe4ab69b91246013d,,,,,982,Early Modern,EUROPE,1450,1
"Becker, J.","12.4737103, 41.8892267, 12.4737103, 41.8892267",2013-04-14T16:02:23Z,jbecker,1,Location based on OpenStreetMap,church,"{""type"": ""Point"", ""coordinates"": [12.4737103, 41.8892267]}",location-of-san-crisogono,precise,representative,2100,300,2013-04-18T14:21:38Z,/places/883684762/location-of-san-crisogono,/places/883684762,41.8892267,"41.8892267,12.4737103",12.4737103,,LM,"late-antique,modern","300.0,2100.0",location of San Crisogono,86f8d47518677a97641c8d40c64c44bc,,,,,983,Early Modern,EUROPE,1450,1
"Prins, A.","36.580755, 36.169031, 36.580755, 36.169031",2012-11-02T20:49:29Z,adamp,0,"Location of the remains of the Church in Qalb Loze. Coordinates determined by eye in Google Earth in November 2012, following description in UNESCO World Heritage List.",church,"{""type"": ""Point"", ""coordinates"": [36.580755, 36.169031]}",remains-of-the-church-in-qalb-loze,precise,representative,640,300,2012-11-13T16:53:59Z,/places/587486978/remains-of-the-church-in-qalb-loze,/places/587486978,36.169031,"36.169031,36.580755",36.580755,UWHS,L,late-antique,"300.0,640.0",Remains of the Church in Qalb Loze,e2a208a79a321f88aa6d122b3d00e2f8,,,,,984,Early Modern,EUROPE,1450,1
"Becker, J.","12.4844157, 41.8905242, 12.4844157, 41.8905242",2013-05-16T03:17:12Z,jbecker,1,Location based on OpenStreetMap,church,"{""type"": ""Point"", ""coordinates"": [12.4844157, 41.8905242]}",location-of-san-teodoro-al-palatino,precise,representative,2100,300,2013-07-12T16:31:10Z,/places/76960231/location-of-san-teodoro-al-palatino,/places/76960231,41.8905242,"41.8905242,12.4844157",12.4844157,,LMM,"late-antique,mediaeval-byzantine,modern","300.0,2100.0",location of San Teodoro al Palatino,747906299f2e8f1064af4a3aa7d175eb,,,,,985,Early Modern,EUROPE,1450,1
"Becker, J., R. Horne","6.3821879, 47.8166493, 6.3821879, 47.8166493",2014-06-21T16:54:26Z,jbecker,2,Representative location based on OpenStreetMap.,church,"{""type"": ""Point"", ""coordinates"": [6.3821879, 47.8166493]}",osm-location-of-luxeuil-abbey,precise,,2100,300,2019-02-04T20:43:31Z,/places/591471665/osm-location-of-luxeuil-abbey,/places/591471665,47.8166493,"47.8166493,6.3821879",6.3821879,,LMM,"late-antique,mediaeval-byzantine,modern","300.0,2100.0",OSM location of Luxeuil Abbey,2517db4286bf091b35bd3b0900171771,,,,,987,Early Modern,EUROPE,1450,1
"Becker, J.","15.954778, 41.707722, 15.954778, 41.707722",2012-11-30T17:19:42Z,jbecker,2,"Coordinates after GeoHack, location verified in Google Earth.",church,"{""type"": ""Point"", ""coordinates"": [15.954778, 41.707722]}",the-sanctuary-of-san-michele,precise,representative,1453,300,2013-04-26T14:06:00Z,/places/715252914/the-sanctuary-of-san-michele,/places/715252914,41.707722,"41.707722,15.954778",15.954778,UWHS,LM,"late-antique,mediaeval-byzantine","300.0,1453.0",The Sanctuary of San Michele,c599343a0553afe21135ec419dd09559,,,,,996,Early Modern,EUROPE,1450,1
"Sivan, H., S. Keay, R. Mathisen, DARMC, R. Talbert, S. Gillies, T. Elliott, J. Becker","0.426921, 41.455124, 0.426921, 41.455124",2011-03-04T23:28:10Z,"H.S. Sivan, S.J. Keay, R.W. Mathisen",1,1M scale point location,church,"{""type"": ""Point"", ""coordinates"": [0.426921, 41.455124]}",darmc-location-18067,precise,representative,640,300,2013-12-18T04:47:45Z,/places/246256/darmc-location-18067,/places/246256,41.455124,"41.455124,0.426921",0.426921,,L,late-antique,"300.0,640.0",DARMC location 18067,c870707666239a3b7288a9d56e98c234,,,,,997,Early Modern,EUROPE,1450,1
